oid,dat,cuid,pay_amount,category,product,city,state,method
2209,07-06-2011,4003922,80.02,Outdoor Recreation,Motorsports,Huntsville,Alabama,credit
2210,02-14-2011,4007295,42.47,Jumping,Bungee Jumping,Bellevue,Washington,credit
2211,12-22-2011,4002512,118.03,Gymnastics,Vaulting Horses,Oakland,California,credit
2212,01-14-2011,4004614,167.39,Outdoor Recreation,Running,Boston,Massachusetts,credit
2213,09-19-2011,4009312,54.12,Outdoor Play Equipment,Playhouses,Cincinnati,Ohio,credit
2214,10-15-2011,4003012,9.68,Indoor Games,Billiards,Pasadena,California,credit
2215,09-21-2011,4001371,72.96,Exercise & Fitness,Exercise Bands,Gresham,Oregon,credit
2216,02-21-2011,4008372,43.8,Team Sports,Basketball,Las Vegas,Nevada,credit
2217,01-04-2011,4000247,5.44,Outdoor Play Equipment,Slides,Jersey City,New Jersey,credit
2218,09-13-2011,4001452,119.97,Winter Sports,Downhill Skiing,Denver  ,Colorado,credit
2219,03-01-2011,4004033,98.22,Water Sports,Windsurfing,Salem,Oregon,credit
2220,07-10-2011,4004649,130.4,Outdoor Recreation,Fishing,Springfield,Illinois,credit
